SYMBOL	IlmnID
SRP9	cg07193504
ZNF563	cg07195282
TLCD1	cg07195577
SRRM2	cg07195622
PAAF1	cg07196761
EFS	cg07197059
INHBB	cg07197823
RFTN1	cg07200280
HSPBAP1	cg07200897
ARL13B	cg07204803
CRISPLD2	cg07207789
MRPL1	cg07207937
PPM1K	cg07209631
SMARCD1	cg07210490
PDCD1LG2	cg07211259
SLC38A3	cg07212894
LHX9	cg07214572
SOCS2	cg07215749
MPP5	cg07218192
UPF3A	cg07218880
NUP107	cg07220442
SLC22A12	cg07220939
MS4A10	cg07221454
OSTC	cg07223164
GIGYF2	cg07230446
TMEM92	cg07231132
LRRC39	cg07232688
ESM1	cg07233761
AMDHD1	cg07236190
POP5	cg07236358
AFF4	cg07236381
IFNW1	cg07236769
PEG10	cg07236943
BSCL2	cg07237830
SLC22A3	cg07237939
EIF2S3	cg07238167
ELANE	cg07239938
HINT3	cg07240721
ABO	cg07241568
PRICKLE3	cg07242375
BMP1	cg07242414
NR2F6	cg07242565
UFM1	cg07243519
SLC30A4	cg07243932
ZEB2	cg07246225
OSBPL11	cg07248043
HOOK1	cg07248310
DNM2	cg07248407
C1orf123	cg07249409
CLTCL1	cg07251788
ALPK3	cg07251857
PDHX	cg07253191
TCP10	cg07256847
IL25	cg07258507
MARCH1	cg07259382
CSF1R	cg07260017
LPA	cg07260592
AP3S1	cg07263984
CD163	cg07264679
PFN4	cg07265300
KRT78	cg07265310
MED31	cg07265622
HMBOX1	cg07267296
CCL21	cg07269146
NOC3L	cg07270175
MYOD1	cg07271264
KDM5A	cg07271268
CYBASC3	cg07273415
NOL9	cg07274506
SNRPG	cg07276902
DCDC1	cg07278207
TCP11L2	cg07278624
C9orf6	cg07281640
PTGES3	cg07281688
GNAS	cg07284407
STK32C	cg07284558
CSF3R	cg07285167
RAPGEF1	cg07285276
C4orf29	cg07285838
CRYBA1	cg07285953
C19orf12	cg07288394
CSNK1G1	cg07288587
MRPS35	cg07289581
TMEM17	cg07290273
CDH10	cg07290435
GRWD1	cg07291563
EFCAB3	cg07292816
SFXN1	cg07293947
DEF6	cg07294541
ATP5D	cg07294734
DIO2	cg07294774
PIGT	cg07294870
SMG1	cg07295034
FPGS	cg07295092
DPYSL4	cg07295678
CHMP4A	cg07296772
CEACAM7	cg07297178
GPC3	cg07297906
MED8	cg07299462
RNASE11	cg07300408
ARPC3	cg07301004
SEC24D	cg07301822
ZNF266	cg07306197
TUBB6	cg07307078
TRMT61B	cg07308943
KLF4	cg07309102
PCBP4	cg07309361
PDIA5	cg07309374
CUL3	cg07310661
ZIM2	cg07310951
TMLHE	cg07311845
NSUN7	cg07312445
THRA	cg07313155
ARL6IP6	cg07314337
SAP130	cg07314414
ERI2	cg07314549
PHKA2	cg07314984
FOXD4L4	cg07315298
MYL6	cg07315445
MTMR4	cg07318658
NSF	cg07321605
RNF103	cg07322981
C16orf59	cg07326074
UBD	cg07326586
CEP250	cg07327328
AQP8	cg07327347
EYA4	cg07327468
SMC2	cg07328495
GLT8D2	cg07328579
TRIM48	cg07330329
HYOU1	cg07330718
SERPINB5	cg07331725
AIFM3	cg07331806
DTD1	cg07334912
KIF6	cg07336230
ANXA9	cg07337598
G6PC2	cg07338205
CCDC13	cg07339138
CCND1	cg07339327
UNC13B	cg07341907
RAB33A	cg07342016
FOSL2	cg07342545
H19	cg07342901
RBM24	cg07346310
ZCCHC11	cg07347137
SYCP2	cg07347645
MORN5	cg07347725
IFIH1	cg07348311
AFF3	cg07349094
LRP3	cg07351267
KIAA1919	cg07352586
C16orf70	cg07352600
FAP	cg07354209
NDUFS2	cg07354440
ZNF343	cg07355551
TEX28	cg07356189
GBE1	cg07356753
CHDH	cg07356771
MRPS26	cg07357256
GP1BB	cg07359545
FGFR3	cg07360076
TET2	cg07360692
AHSG	cg07361385
SLC44A4	cg07363637
NGRN	cg07364638
HGFAC	cg07364841
EXD2	cg07366967
DNASE1L3	cg07369274
HDAC5	cg07371290
RPUSD1	cg07371530
IFNA21	cg07373172
ARRDC2	cg07374145
PCSK1N	cg07374632
KRTAP19-5	cg07374637
FAM118B	cg07374928
GC	cg07376029
AMICA1	cg07376232
ADCYAP1	cg07376535
GDF5	cg07378350
TMEM59L	cg07379574
CD6	cg07380416
MAP1B	cg07380496
TFPI2	cg07380959
NUP205	cg07383972
CLDN6	cg07384961
DDX5	cg07387199
TMED5	cg07387450
NDUFS5	cg07388493
C17orf81	cg07389922
A4GALT	cg07393322
PDSS2	cg07395788
C16orf57	cg07398350
MAGEB4	cg07398429
MUC1	cg07399355
DAAM1	cg07401901
PAX8	cg07403255
LIG4	cg07403350
ALKBH4	cg07404418
PON1	cg07404485
TRIM40	cg07405796
PGLYRP2	cg07408456
OGDH	cg07408740
C13orf30	cg07409200
CCDC6	cg07410075
SPATA17	cg07411229
LOC84931	cg07412254
C6orf57	cg07413497
BAZ1A	cg07414384
PCSK6	cg07421682
CEBPA	cg07422345
CHI3L1	cg07423149
C17orf56	cg07423906
CAPZA2	cg07424155
PODNL1	cg07425555
S100A3	cg07426848
CCND1	cg07426960
MEST	cg07427065
ATP5G3	cg07428089
PLXNA3	cg07428182
BRD8	cg07430605
GPR35	cg07432969
HSD17B8	cg07433344
GPR146	cg07433453
CYP21A2	cg07434278
CLEC18A	cg07434382
DCBLD2	cg07435592
ACTA2	cg07436807
ZBTB17	cg07437033
SFRS6	cg07440387
TCF7	cg07440414
FLJ46358	cg07440877
SLURP1	cg07441143
RPL39L	cg07441272
GDNF	cg07442479
CCT8L2	cg07443748
CA11	cg07443954
UBLCP1	cg07444907
CDCA3	cg07446572
SLC6A8	cg07446846
AKR7A3	cg07447773
EPHA10	cg07447922
GGH	cg07448460
CTSH	cg07448499
ZNF670	cg07448856
PARD3	cg07452799
TPRG1L	cg07453618
MGMT	cg07453748
DCP1A	cg07454215
NDUFA3	cg07455279
OLA1	cg07455975
UMOD	cg07456201
C19orf30	cg07456645
SOCS6	cg07457944
NECAP2	cg07459264
SLC30A8	cg07459489
CALCOCO2	cg07460665
NTN4	cg07461318
RINT1	cg07461582
IFI16	cg07463059
TPMT	cg07465480
EYS	cg07465609
YTHDC2	cg07465864
SRP14	cg07466531
RASSF8	cg07469792
CDK3	cg07471052
COL10A1	cg07472159
AMIGO2	cg07473175
TSC22D3	cg07473550
PCDH11X	cg07474356
PMPCB	cg07475247
OTOP1	cg07475743
RTN4IP1	cg07476030
NDRG1	cg07477160
DERL2	cg07478100
SNORD64	cg07478122
MEIS3	cg07478208
BMP6	cg07479491
HS3ST3A1	cg07480567
C17orf82	cg07482936
ENO1	cg07483064
C11orf64	cg07484450
CHRNA10	cg07484827
FOXD4L4	cg07485588
TRIM60	cg07485777
DHCR7	cg07487535
XK	cg07489003
HELLS	cg07489134
AP3M2	cg07490776
ZNF304	cg07494047
HSPD1	cg07494248
SIK1	cg07494518
FAM63A	cg07495664
FAM119A	cg07496861
ASB14	cg07496902
CRADD	cg07498421
OSM	cg07498879
FST	cg07499072
USP29	cg07499372
ZSCAN5A	cg07499806
CHRFAM7A	cg07501965
SIRT3	cg07503829
MMP21	cg07504718
PSMB9	cg07504780
SPG21	cg07505695
ZNF19	cg07506795
CTBP1	cg07507271
IL28RA	cg07509155
HIGD2A	cg07510052
HIF1AN	cg07510080
TNP2	cg07512345
TRG@	cg07512517
LRRC2	cg07514381
RPS26	cg07515662
C8orf41	cg07516225
NOTCH2	cg07518362
TBC1D4	cg07519011
AVL9	cg07520158
TMTC3	cg07520161
RNASE3	cg07525077
TPM1	cg07525445
DHFR	cg07526021
GOT1	cg07526069
PCSK1N	cg07526675
INSL6	cg07531356
TRIM58	cg07533148
EML3	cg07533529
ZNF16	cg07534467
SEC61B	cg07535475
MTRF1L	cg07535879
PAX7	cg07536847
RORB	cg07536920
BCAT1	cg07537523
ADAM19	cg07540118
ANGPTL6	cg07543883
MAGEA3	cg07545232
CD3G	cg07545925
LOC400931	cg07546360
CD1C	cg07548313
PTH2	cg07549194
NEDD1	cg07549630
GNRH2	cg07549715
RPS8	cg07550267
C10orf4	cg07550278
TAC1	cg07550362
CGNL1	cg07551659
NAGLU	cg07554030
C9orf23	cg07557424
TAAR8	cg07558006
KANK4	cg07558455
ZNF702P	cg07559730
ME3	cg07560096
ZC3HAV1	cg07561400
RNF139	cg07561588
PEA15	cg07566050
HEATR6	cg07567107
C19orf39	cg07569069
LRRC59	cg07569756
MOXD1	cg07570142
PTER	cg07570421
FAM98A	cg07571117
FOXA2	cg07572341
LY6D	cg07572435
SNAPIN	cg07576541
NUP205	cg07577263
RAET1L	cg07579404
SEMA3B	cg07580475
PIH1D2	cg07580827
CBX8	cg07581365
PRDX4	cg07581973
MED16	cg07584959
FAM71F1	cg07586911
C7orf63	cg07588113
PPHLN1	cg07588664
BAD	cg07588779
RBMS2	cg07589355
CHCHD3	cg07590705
GABRA6	cg07592353
ARIH1	cg07594478
CCDC77	cg07594933
MYBL1	cg07595113
ADAD2	cg07595943
LHPP	cg07596401
KIF3C	cg07596494
RAP1A	cg07597871
CD19	cg07597976
MYOZ2	cg07598199
C11orf41	cg07599644
SLC38A4	cg07601320
PSME1	cg07602026
P2RX7	cg07602200
IL4I1	cg07603484
EMP3	cg07605143
UBR1	cg07607462
ZZEF1	cg07607921
CD209	cg07608333
SLC25A46	cg07611177
NRSN2	cg07611334
KCNE2	cg07611925
PTGIS	cg07612655
TDRD9	cg07613153
API5	cg07613278
TTLL3	cg07614786
IGDCC4	cg07617246
DNAJA3	cg07617560
BEST3	cg07618900
LANCL2	cg07619076
RBMXL3	cg07621042
C10orf82	cg07621046
CCDC48	cg07621456
ELAVL2	cg07623294
PRSS12	cg07625840
AP2B1	cg07628086
NPBWR1	cg07629017
UFD1L	cg07633499
SCARA5	cg07634191
VPS72	cg07634204
CCL17	cg07634706
HIST1H3C	cg07636178
KCNK18	cg07637239
MIER3	cg07638871
KAZALD1	cg07638935
MGMT	cg07638938
AKR1C1	cg07639198
BNC1	cg07639720
EXO1	cg07639959
SEMA3F	cg07640473
AGK	cg07640820
MSRB3	cg07641524
CHGB	cg07642638
LACRT	cg07643942
CDO1	cg07644368
ADCY1	cg07651242
RNF4	cg07651857
CLDN15	cg07651914
MSH6	cg07652213
ZCCHC17	cg07652553
MYO18B	cg07654843
RGN	cg07654896
LXN	cg07654934
NUDT12	cg07655627
NAP1L1	cg07656304
C1orf91	cg07656362
DPY30	cg07656391
KCNH8	cg07657236
UBE3B	cg07657776
SLC19A1	cg07658590
CDK5R1	cg07658718
ZSCAN12	cg07660236
NPR3	cg07663789
RPL13A	cg07664027
HAUS6	cg07664183
CNTN6	cg07664856
C19orf33	cg07665060
PON2	cg07666065
ZNF576	cg07667595
PSMD4	cg07668036
BTN2A1	cg07671208
C7orf13	cg07671603
ESR1	cg07671949
TNFRSF18	cg07671976
DYNC1H1	cg07672479
GART	cg07673945
TSHR	cg07674153
NKAIN4	cg07675169
SGSH	cg07675682
FOLR3	cg07676849
ADORA2B	cg07677850
C1orf212	cg07678643
BAK1	cg07679836
LMBR1	cg07681084
DCAF6	cg07684150
MYO1E	cg07684353
DKK1	cg07684796
GLIPR1L1	cg07684809
PCBP3	cg07685034
QTRT1	cg07685221
S100B	cg07685786
KIFC3	cg07685869
LMX1A	cg07686479
CFP	cg07688234
INTS3	cg07688613
TMEM160	cg07688933
SDC3	cg07689731
DAXX	cg07689821
CPNE7	cg07690018
RPL39L	cg07693270
SFRP2	cg07694025
CEBPZ	cg07695590
ALX4	cg07696033
PFDN1	cg07697078
H2AFX	cg07697569
GPX3	cg07699362
FAH	cg07699440
ZNF610	cg07703337
HBQ1	cg07703401
SNPH	cg07704144
IL17RC	cg07705835
SPDEF	cg07705908
DHRS7B	cg07706067
ZNF91	cg07706362
CDC20B	cg07707227
C16orf87	cg07707498
SLCO2A1	cg07708788
SLITRK5	cg07710481
GML	cg07711097
BAG1	cg07711515
APOL1	cg07713361
CDK18	cg07713493
TCF4	cg07714374
C11orf82	cg07714534
GDNF	cg07715201
SLC1A4	cg07715387
C16orf75	cg07715894
C9orf167	cg07717632
SLC11A1	cg07719512
MANBAL	cg07719737
CD3D	cg07728874
ALDH3B1	cg07730301
PCDHGA12	cg07730329
IRF2	cg07731916
MPHOSPH9	cg07732037
ASPA	cg07732644
SGTB	cg07733031
POM121	cg07736705
MLXIPL	cg07737781
SLC30A7	cg07739803
BHLHA15	cg07740640
EEF1A1	cg07740989
WASF3	cg07744166
CHST13	cg07745434
PSG3	cg07745725
SREBF2	cg07746918
C21orf56	cg07747299
PATE2	cg07747336
LHX1	cg07747970
PEX5	cg07748017
PDGFD	cg07748540
HRG	cg07749074
SYT17	cg07749808
HIST1H1C	cg07750111
CDKN2A	cg07752420
LRRC61	cg07753583
P2RY11	cg07753644
STX11	cg07755653
RAGE	cg07757386
C3orf62	cg07758574
SLC46A2	cg07758904
TLR8	cg07759587
TOR1AIP2	cg07761912
C9orf45	cg07763768
SLC43A1	cg07764959
FAM174B	cg07766315
SLC30A2	cg07766612
C8orf31	cg07770222
NELF	cg07772309
GDF10	cg07773116
PSMD7	cg07773642
HSD17B7	cg07774025
MED6	cg07774222
JOSD2	cg07775501
SPHK1	cg07775675
GRN	cg07777378
HOXA9	cg07778029
NPC1	cg07778080
AR	cg07780118
AHRR	cg07780979
HIVEP1	cg07782113
GPR39	cg07785936
DCHS2	cg07786760
DOCK4	cg07788138
GPRC5C	cg07789083
STK40	cg07789552
MAD2L2	cg07789904
C4orf21	cg07790638
PPME1	cg07791997
NPIP	cg07792737
C19orf43	cg07799434
NPAS2	cg07799947
ALDH1L1	cg07800320
TUBAL3	cg07803864
TXN	cg07804122
C16orf78	cg07804582
POLR1C	cg07805833
UBE2E2	cg07806164
HIST2H2AB	cg07807709
FAM161B	cg07807817
RBM6	cg07808960
PDZK1IP1	cg07810156
IL13	cg07810967
C22orf32	cg07811498
CAMTA2	cg07811750
RNF149	cg07815386
SH3TC1	cg07816074
C1QTNF2	cg07816439
CD3EAP	cg07816442
DHODH	cg07817698
DAP	cg07817783
RNASEH2B	cg07818646
C7orf55	cg07819926
RUVBL1	cg07820214
HOXB1	cg07823492
UGT1A1	cg07823755
NCKAP1	cg07823935
RPGR	cg07824317
DBH	cg07824742
SGCA	cg07826255
MRP63	cg07827038
OLR1	cg07829804
METAP1	cg07829809
KCNA10	cg07830847
IL17RE	cg07832674
RPS23	cg07833035
SCPEP1	cg07833382
GLTP	cg07836370
SLAMF7	cg07837085
SLC39A14	cg07837262
REG1B	cg07841014
MEFV	cg07842062
SEPHS2	cg07842593
TMEM170A	cg07843027
COIL	cg07844021
FTSJ3	cg07844572
KCNT2	cg07845390
SLC25A10	cg07845392
B3GAT1	cg07845566
FBLIM1	cg07846167
LAMA1	cg07846220
MARCH2	cg07847428
MN1	cg07849904
PSENEN	cg07850221
INSM2	cg07850604
KCNG2	cg07851192
MXRA7	cg07851243
RIOK3	cg07851278
IP6K2	cg07854244
CCDC55	cg07855056
POLH	cg07857181
GTF2I	cg07858745
HSPB8	cg07861564
MYO10	cg07862358
NADSYN1	cg07864189
ESRRB	cg07864297
TRIP12	cg07864632
IKBIP	cg07865790
PPP2R2C	cg07867360
ORC3L	cg07868688
RASGEF1A	cg07871503
CNIH2	cg07872652
OSBPL5	cg07873128
MUC17	cg07873488
CTNNA1	cg07874155
PRPS2	cg07874284
THEM5	cg07874520
PGRMC1	cg07876586
WNT3	cg07879727
OR1F1	cg07879977
PRELID1	cg07880061
RB1	cg07880715
FBLN7	cg07880854
CCL14	cg07881407
TRPM5	cg07882535
TTYH2	cg07882831
F11R	cg07883333
HMP19	cg07884019
VPS16	cg07884474
RHBDD3	cg07886712
GLDN	cg07888040
TNFRSF11A	cg07888234
ZNF343	cg07889201
NR2E3	cg07890954
AKAP3	cg07892051
TUG1	cg07894162
CORT	cg07894717
CALHM2	cg07895149
BCL7C	cg07896225
SOCS5	cg07897193
KLHL4	cg07897414
ABP1	cg07897701
C1orf131	cg07897837
PCDHB12	cg07899016
GSR	cg07899425
SPAG16	cg07900766
DCLRE1C	cg07903860
GABBR2	cg07903918
CYP2A13	cg07905963
G2E3	cg07906495
CHRNA6	cg07906724
TUBGCP2	cg07908874
ITGAV	cg07909265
SIRT5	cg07909422
NUBP2	cg07909527
TMEM164	cg07911663
SLC25A35	cg07911673
HSD17B12	cg07912181
IRAK3	cg07914866
BACH2	cg07914959
RASSF3	cg07915282
LDHAL6A	cg07915343
IDH1	cg07915542
DIAPH2	cg07917796
ICAM2	cg07918509
SF4	cg07919162
HIST1H3E	cg07922606
HPS4	cg07924575
ATF6	cg07924819
RABL3	cg07925687
CER1	cg07926025
SAP30L	cg07927484
LAMC1	cg07928641
BLOC1S3	cg07928695
KIAA0513	cg07929310
LTK	cg07930578
PCYOX1L	cg07933176
LTBP4	cg07933197
C3orf59	cg07933199
ABCA11P	cg07934026
LSM2	cg07935151
IL1B	cg07935264
MLNR	cg07935568
SSR1	cg07936037
PARP12	cg07937272
SLC16A10	cg07940485
ACTRT1	cg07940804
ZSCAN1	cg07942995
RFX2	cg07944287
GCK	cg07944811
GRK4	cg07945480
KLK2	cg07947016
PRELP	cg07947930
ARHGAP5	cg07948245
SPATA9	cg07948472
CD1A	cg07950803
THNSL2	cg07952391
ADPRHL2	cg07952773
DNASE2	cg07955356
DHX35	cg07955828
KIAA0802	cg07955887
UCK1	cg07957491
TIGD2	cg07958192
CLEC1A	cg07959477
GEMIN6	cg07959896
STK11	cg07960846
TMEM132A	cg07962043
TNKS	cg07962051
C9orf95	cg07962315
HNRNPD	cg07964133
CAV1	cg07964538
MED20	cg07964539
XPA	cg07965714
ISM2	cg07965823
ZFAND6	cg07965839
ACP5	cg07967308
FRS3	cg07967643
GBP1	cg07970007
HCP5	cg07971188
SRGAP1	cg07973246
CDKN2AIP	cg07973390
BLM	cg07973395
BAGE	cg07973461
CD79B	cg07973967
C4orf14	cg07974125
DEFA6	cg07974303
ITGB1BP1	cg07974891
ZNF512	cg07975063
USP5	cg07975813
C16orf45	cg07977490
IL27RA	cg07979357
PPP2R5A	cg07979577
CUL5	cg07979752
TMTC4	cg07980015
RNF152	cg07980518
WDR7	cg07980804
SH2D1A	cg07980988
CGA	cg07981495
YWHAZ	cg07981588
DAB2IP	cg07981910
EVI5L	cg07985359
NFE2L3	cg07986525
NUP50	cg07986773
C14orf4	cg07989514
NUP35	cg07990489
TMTC3	cg07990939
SH3BP2	cg07991621
ATF7	cg07992625
NRTN	cg07997737
EPHA7	cg08001895
SOCS2	cg08002996
KCNQ2	cg08003150
CXCL3	cg08003742
HGF	cg08005849
KCNQ1	cg08007665
TCEB3C	cg08008233
LHX9	cg08008403
UBE2Q1	cg08008562
HIST1H2BF	cg08009328
COL12A1	cg08009622
C2CD2	cg08009711
C4orf34	cg08009831
ELAC2	cg08011170
BYSL	cg08011328
ACTN3	cg08012287
KIF5B	cg08012454
PHF20	cg08013810
MOCOS	cg08015253
COPA	cg08015496
TMEM11	cg08016363
ADAMTS17	cg08016383
SH3RF2	cg08017606
GPAA1	cg08020051
IDI1	cg08020381
CMA1	cg08020808
HEPH	cg08021299
UNC45A	cg08022502
TFDP3	cg08023692
MERTK	cg08023751
CYTH1	cg08024766
CLK3	cg08025786
PCSK5	cg08026144
SLC30A4	cg08027001
SFRS3	cg08027745
RANBP2	cg08028004
TLR7	cg08029608
POMC	cg08030082
DMBX1	cg08032971
IDE	cg08034216
ANO10	cg08034397
AMPD3	cg08035082
ZADH2	cg08035942
PSMA6	cg08039281
PSD3	cg08040428
C17orf62	cg08040471
ATXN2	cg08041019
BRD4	cg08044694
FOXF2	cg08045570
HDAC7	cg08045757
CXCL11	cg08046471
RASSF1	cg08047457
C1orf114	cg08047907
SMARCE1	cg08048656
AGPAT1	cg08049198
NNT	cg08052882
PVRL2	cg08054038
SOX7	cg08056146
GPHN	cg08056903
C15orf21	cg08057475
SPAG5	cg08062469
COX8A	cg08063013
MYCL1	cg08063724
PTOV1	cg08064891
HADHB	cg08067268
ISG15	cg08067365
CCND2	cg08069899
GPR62	cg08072716
TNS4	cg08074477
PHF8	cg08076508
PLEKHA4	cg08077345
MEST	cg08077673
CHD6	cg08079693
CHD5	cg08080029
ANXA2	cg08081036
ARF4	cg08081407
NDE1	cg08081725
CHST15	cg08082692
ACOX3	cg08083689
ZNF507	cg08084415
NUP37	cg08085165
C17orf57	cg08085267
DEFB125	cg08088390
ZNF280A	cg08088989
HOXB4	cg08089301
NEK4	cg08090396
IFI35	cg08090640
ADHFE1	cg08090772
CSTF2	cg08093211
RANBP3	cg08093278
GINS1	cg08093398
PSMA4	cg08095532
SAG	cg08096010
SFRS18	cg08096038
DIRC2	cg08096946
SEMA3B	cg08097657
VGF	cg08097755
POU4F1	cg08097882
NUMA1	cg08097973
GABRA5	cg08099701
NRG2	cg08100497
PSIP1	cg08101172
ACOT8	cg08101264
TIAL1	cg08102619
MARCH6	cg08103676
SDHA	cg08104838
CTNNA2	cg08107272
MRPS17	cg08107767
WNK4	cg08108311
NTNG2	cg08108641
WFDC13	cg08108953
ZNF683	cg08109646
NMBR	cg08109815
KCTD9	cg08110559
SMR3B	cg08113203
CCDC74B	cg08113913
AMOTL2	cg08115510
NAT8	cg08116137
SALL3	cg08118311
C7orf36	cg08120190
TDO2	cg08121954
HES4	cg08122545
PHACTR4	cg08123074
TM4SF1	cg08124030
DDX43	cg08124399
CCL7	cg08124722
KAAG1	cg08126211
DAB2IP	cg08128768
C15orf5	cg08130265
FGFBP2	cg08132711
ARL1	cg08132767
ADD2	cg08132931
KRT6C	cg08136806
C7orf11	cg08136893
ZNF800	cg08137040
TTLL6	cg08137716
NDUFS8	cg08139833
PLA1A	cg08141463
FBXO21	cg08141806
HRAS	cg08141873
ASGR1	cg08141989
TCP1	cg08142684
ABHD8	cg08145177
C3orf15	cg08145590
TRAM1L1	cg08145625
PTMS	cg08146221
ACSL3	cg08147886
SLC25A24	cg08149333
BRP44	cg08151281
UBE4B	cg08151470
MEF2D	cg08156349
PPP1R7	cg08157292
SERHL2	cg08157579
VANGL1	cg08157638
KIAA0141	cg08158289
SH2D6	cg08158331
ZNF503	cg08158570
RAD51L1	cg08158860
PNMA5	cg08159444
CSE1L	cg08162572
GDF15	cg08162780
EFHA1	cg08163803
PTGER4	cg08164315
PDZD8	cg08164900
CSDE1	cg08166982
STX2	cg08169325
CCND1	cg08170622
AMZ2	cg08172935
NR6A1	cg08173535
ZNF600	cg08174003
POMGNT1	cg08176609
PITPNM2	cg08176694
FAM178A	cg08177017
FATE1	cg08177445
CDKN1A	cg08179530
RAB39	cg08179907
PBX2	cg08183114
G0S2	cg08185241
SYT9	cg08185661
LZTFL1	cg08186124
HRH3	cg08186362
ATP8B2	cg08190044
ADAMTS5	cg08190291
TRPM2	cg08191854
PANX3	cg08191915
ETV5	cg08195505
DSCC1	cg08197122
ERC1	cg08197201
PTPLA	cg08198102
MRPS15	cg08198370
LOC285696	cg08198480
TNNC2	cg08201421
ST3GAL4	cg08203715
USP18	cg08205655
ADCY10	cg08205865
DNM2	cg08207256
SLC10A4	cg08209133
ZNF207	cg08209724
ZNF502	cg08210616
NAT8L	cg08211091
AKAP13	cg08211967
ATG10	cg08212685
CCL18	cg08214029
CTPS2	cg08214328
CDR1	cg08214957
SLC31A1	cg08216720
LIG4	cg08216792
ARPC2	cg08216808
TSEN2	cg08220793
FEZ1	cg08221207
ADARB1	cg08222185
SENP6	cg08222514
ZC3HAV1	cg08222662
BCL2	cg08223235
MEF2C	cg08223748
LHFP	cg08228917
NPHP1	cg08229627
IMMT	cg08229694
RSL24D1	cg08233088
ATP6V0E1	cg08233173
LPHN2	cg08235271
F2RL2	cg08241785
RTN3	cg08242020
POLR2D	cg08242323
MGEA5	cg08242493
MSH3	cg08244028
THBD	cg08244522
GSG1	cg08245487
ENTHD1	cg08245789
NHLH1	cg08247612
PRDX4	cg08248532
EFNA1	cg08250444
MGAT5	cg08251036
EHD3	cg08251399
AKNAD1	cg08253405
BPI	cg08254089
GDPD2	cg08254263
HYMAI	cg08256027
KCTD13	cg08256260
RIT1	cg08256691
ACSBG2	cg08256781
SLC1A2	cg08258650
GADD45B	cg08259617
CTSA	cg08260891
HIST1H4F	cg08260959
SFRP4	cg08261094
ALDH16A1	cg08261177
VAMP2	cg08261666
TMEM139	cg08261841
MORF4L2	cg08262933
PLAGL1	cg08263357
LXN	cg08263647
SLC39A3	cg08265265
OLFM1	cg08268099
LITAF	cg08268266
RPRML	cg08269321
NCRNA00188	cg08270477
TM9SF2	cg08271519
SEMA3E	cg08274234
SLC4A3	cg08274552
C15orf48	cg08278554
RNF44	cg08283293
DPPA3	cg08284151
DCAF8	cg08284180
SLC4A11	cg08284598
HDAC9	cg08285151
PEX3	cg08286169
NEK6	cg08287471
SHB	cg08289932
GNG3	cg08290212
CORO2B	cg08290628
PEG10	cg08291000
STMN3	cg08291098
DENND4A	cg08291539
SOCS4	cg08292050
UBE2K	cg08292112
YPEL1	cg08293367
RAB3GAP2	cg08293760
OSBPL3	cg08296824
MRPL55	cg08299045
SCML2	cg08300622
LDB3	cg08300860
C6orf227	cg08301503
GCLC	cg08302713
KCNQ1	cg08303146
TUBB1	cg08304608
KRCC1	cg08305742
TRIM23	cg08307039
HIST1H3D	cg08307092
ZNF193	cg08307580
DEGS2	cg08307816
GJA5	cg08307963
SMNDC1	cg08308257
MFSD11	cg08308286
C20orf173	cg08308510
SNRPG	cg08312191
ROD1	cg08313788
PKP3	cg08314660
PERP	cg08315187
PKDREJ	cg08315277
KCNK17	cg08315770
CCDC69	cg08317263
BCAM	cg08319238
THRB	cg08319404
UCHL1	cg08319991
SLC30A9	cg08321272
TPSB2	cg08321330
ANKMY1	cg08321346
GPKOW	cg08324796
BDKRB2	cg08328671
SPARC	cg08331313
FKSG2	cg08331840
SLC9A3R2	cg08331960
MLN	cg08332212
RBM19	cg08332868
PGBD3	cg08335125
IL26	cg08338368
SIKE1	cg08339208
ZNF488	cg08341667
VMO1	cg08341874
TGM1	cg08341924
RERE	cg08341978
TLE3	cg08342270
PMP22	cg08343834
ALDH9A1	cg08343943
BLOC1S1	cg08346269
INVS	cg08347423
SCN2A	cg08347960
HAPLN3	cg08348496
VIP	cg08348900
ILDR2	cg08348962
C1QTNF1	cg08349573
MPV17L	cg08349806
B2M	cg08350173
FOSL2	cg08351105
UBE2R2	cg08351143
LBP	cg08351331
UGDH	cg08353062
TMCC2	cg08353146
MPHOSPH6	cg08355340
SLC37A3	cg08355944
ITLN1	cg08356693
IVNS1ABP	cg08358671
TMEM176B	cg08359956
GPATCH3	cg08360728
PTGFRN	cg08361238
OSBPL2	cg08364102
CAV3	cg08365982
FUCA1	cg08366126
C12orf47	cg08367026
SNRPA	cg08367223
SDCCAG3	cg08367703
YIPF5	cg08367838
GPR97	cg08368934
GATA4	cg08369065
NR2F2	cg08370996
HABP4	cg08372326
RFTN2	cg08373610
ITGB7	cg08374799
GPR15	cg08375941
HRASLS	cg08376864
TIGD2	cg08377000
LRRC25	cg08379517
SPSB4	cg08380205
CTBS	cg08380539
RB1	cg08383063
RIC3	cg08383315
LZTS1	cg08385610
C1orf83	cg08388746
C18orf54	cg08390021
CDKN2B	cg08390209
ATP1A2	cg08390254
ANKRD11	cg08392591
SFRS14	cg08393006
NUDC	cg08393541
RIMS3	cg08394377
MCCC1	cg08395365
ZNF646	cg08395706
UPF2	cg08395899
PYROXD2	cg08397758
CAMK2N1	cg08398233
GSG1	cg08399444
NSUN6	cg08400019
PRKCI	cg08400120
IL34	cg08402568
RXFP4	cg08403419
IL5RA	cg08404225
SLCO3A1	cg08404227
KCTD10	cg08408988
OBFC2B	cg08409225
SERPINB5	cg08411049
PPP1R1B	cg08411435
